GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1000001.0,110000490166,2023.0,PSE Ferndale Generating Station,5105 LAKE TERRELL ROAD,FERNDALE,WA,98248,WHATCOM COUNTY,PUGET HOLDINGS LLC,Po Box 97034,Bellevue,WA,98009,100.0,221112
1000002.0,110041175000,2023.0,Ardagh Glass Inc. (Dunkirk),524 E. CENTER STREET,DUNKIRK,IN,47336,JAY COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000003.0,110001482887,2023.0,Ardagh Glass Inc. (Henderson),620 Facet Road,Henderson,NC,27537,VANCE COUNTY,ARDAGH GLASS INC,10194 CROSSPOINT BLVD STE 410,Indianapolis,IN,46256,100.0,327213
1000005.0,110000482022,2023.0,Ardagh Glass Inc. (Madera),24441 AVENUE 12 & ROAD 24 1/2,MADERA,CA,93637,MADERA COUNTY,ARDAGH GLASS INC,10194 CROSSPOINT BLVD STE 410,Indianapolis,IN,46256,100.0,327213
1000007.0,110007014774,2023.0,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,1000 N HILL RD,BERNALILLO,NM,87004,SANDOVAL COUNTY,EAGLE MATERIALS INC,"5960 Berkshire Lane, Suite 900",Dallas,TX,75225,100.0,327420
1000008.0,110071159292,2023.0,"St. Lawrence Gas Co., Inc.",33 Stearns Street,Massena,NY,13662,ST. LAWRENCE COUNTY,ST LAWRENCE GAS CO,33 Stearns Street,Massena,NY,13662,100.0,221210
1000010.0,110013945437,2023.0,SANTA ROSA CENTRAL LANDFILL,6337 DELISA RD.,MILTON,FL,32583,SANTA ROSA COUNTY,SANTA ROSA BOARD OF COUNTY COMMISSIONERS,"6495 Caroline Street, Suite M",Milton,FL,32570,100.0,562212
1000011.0,110000807379,2023.0,Central Hudson Gas and Electric Corporation,284 South Avenue,Poughkeepsie,NY,12601,DUTCHESS COUNTY,CENTRAL HUDSON GAS & ELECTRIC CORP,284 South Avenue,Poughkeepsie,NY,12601,100.0,221122
1000015.0,110000492734,2023.0,"TYSON FARMS, INC.",704 FACTORY STREET,WILKESBORO,NC,28697,WILKES COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311615
1000016.0,110001478696,2023.0,TYSON FARMS INCORPORATED HARMONY,501 SHEFFIELD ROAD,HARMONY,NC,28634,IREDELL COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311613
1000017.0,110056953765,2023.0,BASF CORPORATION,3150 HWY JJ,PALMYRA,MO,63461,MARION COUNTY,BASF CORP,100 Campus Drive,Florham Park,NJ,07932,100.0,325320
1000019.0,110000448579,2023.0,WESTERN SUGAR COMPANY,2100 E. OVERLAND DR.,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF COUNTY,THE WESTERN SUGAR COOPERATIVE,"7555 East Hampden Avenue, Suite 520",Denver,CO,80231,100.0,311313
1000020.0,110000332275,2023.0,Ardagh Glass Inc. (Port Allegany),ONE GLASS PLACE,PORT ALLEGANY,PA,16743,MCKEAN COUNTY,Ardagh Group Inc,10194 Crosspoint Blvd. Suite 410,Indianapolis,IN,46250,100.0,327213
1000021.0,110009576930,2023.0,Ardagh Glass Inc. (Ruston),4241 HIGHWAY 563,SIMSBORO,LA,71275,LINCOLN PARISH,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000022.0,110000619466,2023.0,ISP TECHNOLOGIES TEXAS CITY PLANT,4501 ATTWATER AVENUE,TEXAS CITY,TX,77590,GALVESTON COUNTY,ASHLAND GLOBAL HOLDINGS INC,8145 Blazer Drive,Wilmington,DE,19808,100.0,325199
1000023.0,110000454758,2023.0,Ardagh Glass Inc. (Sapulpa),1000 NORTH MISSION STREET,SAPULPA,OK,74066,CREEK COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000024.0,110000489659,2023.0,Ardagh Glass Inc. (Seattle),5801 EAST MARGINAL WAY SOUTH,SEATTLE,WA,98134,KING COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000025.0,110000449863,2023.0,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,WEST BATON ROUGE PARISH,THE WILLIAM HERBERT HUNT TRUST ESTATE,"1601 Elm Street, Suite 3900",Dallas,TX,75201,100.0,324110
1000026.0,110000347802,2023.0,Ardagh Glass Inc. (Wilson),2201 FIRESTONE PARKWAY,WILSON,NC,27893,WILSON COUNTY,ARDAGH GLASS INC,10194 CROSSPOINT BLVD STE 410,Indianapolis,IN,46256,100.0,327213
1000027.0,110001120144,2023.0,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,Philadelphia,PA,19104,PHILADELPHIA COUNTY,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,34Th St & Civic Center Blvd,Philadelphia,PA,19104,100.0,622110
1000028.0,110017984519,2023.0,Ardagh Glass Inc. (Pevely),1500 Ardagh Group Drive,PEVELY,MO,63070,JEFFERSON COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000029.0,110015969941,2023.0,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,KING COUNTY,NUCOR CORP,"1915 Rexford Road, Suite 400",Charlotte,NC,28211,100.0,331110
1000030.0,110069723062,2023.0,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029,TOOELE COUNTY,THE RENCO GROUP INC,"1 Rockefeller Plaza, 29Th Fl.",New York,NY,10112,100.0,331410
1000031.0,110035777228,2023.0,Northwest Regional Landfill,19401 W. Deer Valley Rd,Surprise,AZ,85387,MARICOPA COUNTY,WASTE MANAGEMENT INC,"800 Capitol, Suite 3000",Houston,TX,77002,100.0,562212
1000032.0,110030900997,2023.0,KRATON Corporation,2419 State Route 618,BELPRE,OH,45714,WASHINGTON COUNTY,KRATON CORP,15710 John F. Kennedy Blvd. #300,Houston,TX,77032,100.0,325212
1000034.0,110067425799,2023.0,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,DES MOINES,IA,50313,POLK COUNTY,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100.0,311224
1000035.0,110037615694,2023.0,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,THE ANDERSONS INC,1947 Briarfield Blvd,Maumee,OH,43537,50.0,325193
1000036.0,110043974287,2023.0,UNIVERSITY OF CINCINNATI,3000 Glendora Ave.,CINCINNATI,OH,45219,HAMILTON COUNTY,UNIVERSITY OF CINCINNATI,2600 Clifton Ave.,Cincinnati,OH,45221,100.0,611310
1000037.0,110070276370,2023.0,TYSON FRESH MEATS INC,28424 38th Avenue North,Hillsdale,IL,61257,ROCK ISLAND COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611
1000038.0,110071162155,2023.0,TYSON FRESH MEATS,13983 DODD ROAD,WALLULA,WA,99363,WALLA WALLA COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611
1000039.0,110032937080,2023.0,GE's Grid Solutions,One Power Lane,Charleroi,PA,15022,WASHINGTON COUNTY,GENERAL ELECTRIC CO,5 Necco Street,Boston,MA,02210,100.0,335313
1000040.0,110071161142,2023.0,"Tyson Fresh Meats, Inc.- Dakota City, NE",5200 Highway 35 & IBP Avenue,DAKOTA CITY,NE,68731,DAKOTA COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311611
1000041.0,110001923278,2023.0,WISCONSIN PAPERBOARD,1514 E THOMAS AVE,MILWAUKEE,WI,53211,MILWAUKEE COUNTY,GREIF INC,425 Winter Road,Delaware,OH,43015,100.0,322130
1000042.0,110064434152,2023.0,Eco-Services HOUSTON PLANT,8615 MANCHESTER STREET,HOUSTON,TX,77012,HARRIS COUNTY,ECOVYST INC,8615 Manchester Street,Houston,TX,77012,100.0,325180
1000043.0,110070828261,2023.0,Linde Inc Texas City Hydrogen Complex,"1720 GRANT AVE, GATE 16",TEXAS CITY,TX,77590,GALVESTON COUNTY,LINDE GAS NORTH AMERICA LLC,10 Riverview Dr.,Danbury,CT,06810,100.0,325120
1000044.0,110064433885,2023.0,Eco-Services BAYTOWN PLANT,3439 PARK STREET,BAYTOWN,TX,77520,HARRIS COUNTY,ECOVYST INC,300 Lindenwood Drive,Malvern,PA,19355,100.0,325180
1000045.0,110028676966,2023.0,TYSON POULTRY INC.-SEDALIA,19571 WHITFIELD RD,SEDALIA,MO,65301,PETTIS COUNTY,TYSON FOODS INC,2200 W Don Tyson Parkway,Springdale,AR,72762,100.0,311615
1000046.0,110017973335,2023.0,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE COUNTY,COUNTY OF RIVERSIDE CALIFORNIA,4080 Lemon St,Riverside,CA,92501,100.0,562212
1000047.0,110009913415,2023.0,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,04474,PENOBSCOT COUNTY,TOWN OF SEARSPORT MAINE,1 Union St,Searsport,ME,04974,0.21,562213
1000048.0,110070030311,2023.0,"ALLISON TRANSMISSION, Inc.",One Allison Way,INDIANAPOLIS,IN,46222,MARION COUNTY,ALLISON TRANSMISSION HOLDINGS INC,One Allison Way,Indianapolis,IN,46222,100.0,336350
1000049.0,110071159567,2023.0,Lange,2900 LANGE ROAD,RAPID CITY,SD,57702,Pennington,BLACK HILLS CORP,7001 Mt Rushmore Road,Rapid City,SD,57702,100.0,221112
1000050.0,110069499279,2023.0,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,BLACK HILLS CORP,7001 Mt Rushmore Road,Rapid City,SD,57702,76.5,221112
1000051.0,110070059908,2023.0,"Mariposa Energy, LLC",4887 Bruns Road,Byron,CA,94514,ALAMEDA COUNTY,MITSUBISHI CORP (AMERICAS),"655 Third Avenue, 5Th Floor",New York,NY,10017,100.0,221112
1000052.0,110012547431,2023.0,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,50.0,221112
1000053.0,110009781995,2023.0,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,1615 BRAESWOOD,HOUSTON,TX,77030,HARRIS COUNTY,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP,1615 Braeswood Blvd.,Houston,TX,77030,100.0,221330
1000054.0,110071160313,2023.0,City of Tallahassee Natural Gas Utility,2602 Jackson Bluff Road,Tallahassee,FL,32304,LEON COUNTY,CITY OF TALLAHASSEE FLORIDA,300 South Adams Street,Tallahassee,FL,32301,100.0,221210
1000056.0,110000308523,2023.0,SPECIALTY MINERALS,260 COLUMBIA STREET,ADAMS,MA,01220,BERKSHIRE COUNTY,MINERALS TECHNOLOGIES INC,622 Third Avenue,New York,NY,10017,100.0,327410
1000059.0,110021355816,2023.0,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg,KIOWA POWER PARTNERS LLC,14302 Fnb Parkway,Omaha,NE,68154,100.0,221112
1000060.0,110022515777,2023.0,Limon Generating Station,48303 STATE ROAD 71,LIMON,CO,80828,Lincoln,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116Th Avenue,Westminster,CO,80234,100.0,221112
1000061.0,110006657885,2023.0,Frank Knutson Station,13501 POWHATEN ROAD,COMMERCE CITY,CO,80022,Adams,TRI-STATE GENERATION & TRANSMISSION ASSOC INC,1100 W. 116Th Avenue,Westminster,CO,80234,100.0,221112
1000062.0,110071162085,2023.0,MT JEWETT COMPLEX,149 Temple Drive,KANE,PA,16735,MCKEAN COUNTY,KOCH INDUSTRIES INC,"4111 E 37Th Street North, Wichita,  KS 67220-3298",Wichita,KS,67220-3298,100.0,327420
1000063.0,110070244363,2023.0,CHIEF ETHANOL FUELS INC,4225 E SOUTH ST,HASTINGS,NE,68901,ADAMS COUNTY,CHIEF INDUSTRIES INC,3942 W Old Hwy 30,Grand Island,NE,68803,100.0,325193
1000064.0,110000516834,2023.0,LONE STAR GAS LIQUIDS,19430 BEECH AVENUE,SHAFTER,CA,93263,KERN COUNTY,PLAINS GP HOLDINGS LP,"333 Clay Street, Ste. 1600",Houston,TX,77002,100.0,211130
1000066.0,110002146080,2023.0,"INGOMAR PACKING COMPANY, LLC",9950 SOUTH INGOMAR GRADE,LOS BANOS,CA,93635,MERCED COUNTY,INGOMAR PACKING CO,Po Box 1448,Los Banos,CA,93635,100.0,311421
1000068.0,110070081751,2023.0,Apex Generating Station,15555 APEX POWER PARKWAY,LAS VEGAS,NV,89165,Clark,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,1160 Nicole Court,Glendora,CA,91740,100.0,221112
1000069.0,110006547870,2023.0,"Wallingford Energy, LLC",115 John St,Wallingford,CT,06460,New Haven,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112
1000070.0,110070081752,2023.0,High Desert Power Project,19000 PERIMETER RD/STE 102,VICTORVILLE,CA,92394,San Bernardino,MIDDLE RIVER POWER LLC,"200 W Madison Street, Suite 3810",Chicago,IL,60606,100.0,221112
1000071.0,110043196528,2023.0,York Energy Center,1055 Pikes Peak Road,Delta,PA,17314,York,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1000073.0,110071161494,2023.0,City of Corinth Gas & Water Department,305 W. Waldron St.,Corinth,MS,38834,ALCORN COUNTY,CORINTH UTILITIES COMMISSION,305 W. Waldron St.,Corinth,MS,38834,100.0,221210
1000074.0,110041513109,2023.0,"Escondido Energy Center, LLC",1968 DON LEE PLACE,ESCONDIDO,CA,92029,San Diego,WELLHEAD ELECTRIC CO,"650 Bercut Drive, Suite C",Sacramento,CA,95811,100.0,221112
1000076.0,110071160498,2023.0,Klamath Energy LLC,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100.0,221112
1000077.0,110071161619,2023.0,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219,ERIE COUNTY,REPUBLIC STEEL,2633 Eighth St Ne,Canton,OH,44704,100.0,331110
1000079.0,110043969701,2023.0,SOUTHERN ILLINOIS UNIVERSITY,210 PHYSICAL PLANT DR,CARBONDALE,IL,62901,JACKSON COUNTY,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,1400 Douglas Drive,Carbondale,IL,62901,100.0,611310
1000083.0,110071162278,2023.0,Springhill,3805 NW 97th Blvd,Springhill,FL,32606,ALACHUA COUNTY,CITY OF GAINESVILLE FLORIDA,200 East University Avenue,Gainesville,FL,32601,100.0,221210
1000084.0,,2023.0,Seminole (136),STATE HIGHWAY 17,PALATKA,FL,32708,Putnam,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33618,100.0,221112
1000085.0,110007250009,2023.0,Hartwell Energy Facility,415 SMITH MCGEE HWY,HARTWELL,GA,30643,Hart,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,100.0,221112
1000086.0,110010575635,2023.0,Chemours Johnsonville Site,1950 DUPONT ROAD,NEW JOHNSONVILLE,TN,37134,Humphreys,THE CHEMOURS CO,1007 Market Street,Wilmington,DE,19898,100.0,325130
1000087.0,110000338910,2023.0,Energy Center Dover,1280 W NORTH ST,DOVER,DE,19904,Kent,DCO ENERGY LLC,"5429 Harding Highway, Building 500",Mays Landing,NJ,08330,100.0,221112
1000088.0,110067382013,2023.0,GSA Central Heating,325 13th STREETS SOUTHWEST,WASHINGTON,DC,20407,,US GOVERNMENT,,,,,,221330
1000089.0,110038495768,2023.0,AdvanSix Resins & Chemicals LLC,2501 MARGARET STREET,PHILADELPHIA,PA,19137,Philadelphia,ADVANSIX INC,"300 Kimball Drive, Suite 101",Parsippany,NJ,07054,100.0,325194
1000090.0,110070393975,2023.0,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,GRAND PRAIRIE,TX,75050,DALLAS COUNTY,CITY OF GRAND PRAIRIE TEXAS,P.O. Box 534045,Grand Prairie,TX,75053,100.0,562212
1000091.0,110071159598,2023.0,Norwich,16 S GOLDEN ST,NORWICH,CT,06360,New London,CITY OF NORWICH CONNECTICUT,16 South Golden St,Norwich,CT,06360,100.0,221210
1000092.0,110001948046,2023.0,Kneeland Station,165 Kneeland St.,Boston,MA,02111,Suffolk,VICINITY ENERGY INC,"100 Franklin St., 2nd Floor",Boston,MA,02110-1538,100.0,221330
1000093.0,110000324435,2023.0,Momentive Performance Materials,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,Saratoga,MOM HOLDING CO,260 Hudson River Road,Waterford,NY,12188,100.0,325211
1000094.0,110071161711,2023.0,Zia Natural Gas Company,100 Short Drive,Ruidoso Downs,NM,88346,LINCOLN COUNTY,NATURAL GAS PROCESSING CO,101 Division St.,Worland,WY,82401,100.0,221210
1000095.0,110021321693,2023.0,Red Oak Power LLC,832 RED OAK LANE,SAYREVILLE,NJ,08872,Middlesex,RED OAK POWER LLC,832 Red Oak Lane,Sayreville,NJ,08872,100.0,221112
1000097.0,110070396551,2023.0,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,50.0,221112
1000098.0,110015743383,2023.0,"Wise County Power Company, LLC",800 BOONS CREEK LANE,POOLVILLE,TX,76487,Wise,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112
1000099.0,110070828211,2023.0,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,Crawford,MARATHON PETROLEUM CORP,539 South Main Street,Findlay,OH,45840,100.0,324110
1000100.0,110012268768,2023.0,Harquahala Generating Company,2530 NORTH 491 AVE,TONOPAH,AZ,85354,Maricopa,NEW HARQUAHALA GENERATING CO LLC,"6000 Legacy Drive, Plano",Plano,TX,75024,100.0,221112
1000101.0,110071159600,2023.0,Athens Generating Company,9300 U S HIGHWAY 9W,ATHENS,NY,12015,Greene,NEW ATHENS GENERATING CO LLC,6000 Legacy Drive,Plano,TX,75024,100.0,221112
1000102.0,110013729251,2023.0,Sunrise Power Company,12857 SUNRISE ROAD,FELLOWS,CA,93224,Kern,Hull Street Energy,4747 BETHESDA AVENUE; SUITE 1220,BETHESDA,MD,20814,100.0,221112
1000104.0,110000385164,2023.0,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,AVON LAKE,OH,44012,LORAIN COUNTY,FORD MOTOR CO,One American Road,Dearborn,MI,48126,100.0,336110
1000105.0,110000888549,2023.0,Ardagh Glass Inc. (Dolton),13850 COTTAGE GROVE AVENUE,DOLTON,IL,60419,COOK COUNTY,ARDAGH GLASS INC,"10194 Crosspoint Blvd, Suite 410",Indianapolis,IN,46256,100.0,327213
1000106.0,110017747205,2023.0,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,WATERFORD,OH,45786,Washington,LIGHTSTONE GENERATION LLC,500 Alexander Park Drive,Princeton,NJ,08540,100.0,221112
1000107.0,110012174627,2023.0,Osprey Energy Center,1651 W DERBY AVE,AUBURNDALE,FL,33823,Polk,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112
1000108.0,110071161841,2023.0,North 1st,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NY,11211,Kings,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000109.0,110004588875,2023.0,West Lorain,7101 WEST ERIE AVE,LORAIN,OH,44053,Lorain,EDGEWATER GENERATION HOLDINGS LLC,591 West Putnam Avenue,Greenwich,CT,06830-6005,100.0,221112
1000110.0,110035803262,2023.0,Midulla Generating Station,6697 COUNTY ROAD 663,BOWLING GREEN,FL,33834,Hardee,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33618,100.0,221112
1000111.0,110012158734,2023.0,Vernon Boulevard,42 30 VERNON BLVD,LONG ISLAND CITY,NY,11427,Queens,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000112.0,110071159492,2023.0,23rd and 3rd,730 3rd Avenue,BROOKLYN,NY,11232,Kings,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000113.0,110028050230,2023.0,Pouch Terminal,143 EDGEWATER STREET,STATEN ISLAND,NY,10305,Richmond,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000114.0,110071159493,2023.0,Brentwood,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,BRENTWOOD,NY,11717,Suffolk,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000116.0,110071159494,2023.0,Harlem River Yard,680 780E 132ND ST,BRONX,NY,10454,Bronx,NEW YORK POWER AUTHORITY,"250 Martine Avenue, Apt 2E",White Plains,NY,10601,100.0,221112
1000117.0,110021090905,2023.0,"West Valley Power, LLC",5935 WEST 4700 SOUTH,WEST VALLEY CITY,UT,84170,Salt Lake,UTAH MUNICIPAL POWER AGENCY (INC),696 West 100 S,Spanish Fork,UT,84660,100.0,221112
1000118.0,110038098769,2023.0,Solway Plant,7707 CENTERLINE ROAD NW,SOLWAY,MN,56678,Beltrami,OTTER TAIL CORP,215 South Cascade Street,Fergus Falls,MN,56537,100.0,221112
1000119.0,110012514476,2023.0,Hoosier Energy Lawrence Co Station,1000 S OLD PALESTINE ROAD,MITCHELL,IN,47446,Lawrence,HOOSIER ENERGY REC INC,2501 South Cooperative Way,Bloomington,IN,47402,100.0,221112
1000120.0,110071159495,2023.0,Evander Andrews Power Complex,1862 NW Mashburn Road,Mountain Home,ID,83647,Elmore,IDACORP INC,1221 West Idaho Street,Boise,ID,83702,100.0,221112
1000121.0,110021346792,2023.0,Warren F. Sam Beasley Pwr Station,217 ARTISAN DRIVE,SMYRNA,DE,19977,Kent,DELAWARE MUNICIPAL ELECTRIC COORPORATION,22 Artisan Drive,Smyrna,DE,19977,100.0,221112
1000122.0,110000529376,2023.0,"Gilroy Energy Center, LLC for King City",51 DON BATES WAY,KING CITY,CA,93930,Monterey,CPN MANAGEMENT LP,"40 Beechwood Road,",Summit,NJ,07901,100.0,221112
1000123.0,110000524969,2023.0,Yuba City Energy Center,875 NORTH WALTON AVE,YUBA CITY,CA,95993,Sutter,CPN MANAGEMENT LP,"40 Beechwood Road,",Summit,NJ,07901,100.0,221112
1000124.0,110042043384,2023.0,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,Allegheny,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219,100.0,324199
1000125.0,110024408256,2023.0,Ackerman Combined Cycle,2510 PENSACOLA ROAD,ACKERMAN,MS,39735,Choctaw,US GOVERNMENT,,,,,,221112
1000127.0,110012565884,2023.0,Bethlehem Power Plant,2254 APPLEBUTTER ROAD,BETHLEHEM,PA,18015,Northampton,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1000128.0,110070469332,2023.0,Indigo Generation Facility,63500 19TH AVE,NORTH PALM SPRINGS,CA,92258,Riverside,MITSUBISHI CORP (AMERICAS),"655 Third Avenue, 5Th Floor",New York,NY,10017,100.0,221112
1000129.0,110012143304,2023.0,AL Sandersville,1600 MILLS LINDSEY SCHOOL ROAD,WARTHEN,GA,31094,Washington,AL SANDERSVILLE LLC,1600 Mills Lindsey School Road,Warthen,GA,31094,100.0,221112
1000130.0,110040966078,2023.0,Hanford Energy Park Peaker,10550 IDAHO AVE,HANFORD,CA,93230,Kings,MIDDLE RIVER POWER LLC,"200 W Madison Street, Suite 3810",Chicago,IL,60606,100.0,221112
1000131.0,110055053347,2023.0,Bayswater Peaking Facility,14-25 BAY 24TH ST,FAR ROCKAWAY,NY,11691,Queens,MPH ROCKAWAY PEAKERS HOLDCO LLC,"4747 Bethesda Avenue, Suite 1220",Bethesda,MD,20814,100.0,221112
1000132.0,110071161591,2023.0,Astoria Gas Turbine Power,31 01 20TH AVE,ASTORIA,NY,11105,Queens,NRG ENERGY INC,910 Louisiana Street,Houston,TX,77002,100.0,221112
1000133.0,110012236507,2023.0,Pastoria Energy Facility,39789 EDMONSTON PUMPING PLANT,LEBEC,CA,93243,Kern,CPN MANAGEMENT LP,"40 Beechwood Road,",Summit,NJ,07901,100.0,221112
1000134.0,110001086547,2023.0,US GYPSUM - ALIQUIPPA PLANT,1 WOODLAWN ROAD,ALIQUIPPA,PA,15001,BEAVER COUNTY,USG CORP,550 W. Adams Street,Chicago,IL,60661,100.0,327420
1000135.0,110015743800,2023.0,"LSP University Park, LLC",787 INDUSTRIAL DRIVE,UNIVERSITY PARK,IL,60466,Will,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112
1000136.0,110013294087,2023.0,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,Adams-Columbia Electric Cooperative,401 E Lake Street,Friendship,WI,53934,4.5,221112
1000137.0,110071159238,2023.0,ST. CROIX VALLEY NATURAL GAS CO.,415 S. SECOND ST.,RIVER FALLS,WI,54022,PIERCE COUNTY,ST CROIX VALLEY NATURAL GAS CO INC,415 S. Second St.,River Falls,WI,54022,100.0,221210
1000138.0,110006764171,2023.0,Lawrenceburg Energy Facility,582 W EADS PARKWAY,LAWRENCEBURG,IN,47025,Dearborn,LIGHTSTONE GENERATION LLC,500 Alexander Park Drive,Princeton,NJ,08540,100.0,221112
1000140.0,110071161996,2023.0,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,BUTLER COUNTY,HF SINCLAIR CORP,"2828 N Harwood, Sutie 1300",Dallas,TX,75201,100.0,324199
1000141.0,110031381109,2023.0,Blue Spruce Energy Center,1751 N POWHATON RD,AURORA,CO,80019,Adams,XCEL ENERGY INC,414 Nicollet Mall,Minneapolis,MN,55401,100.0,221112
1000143.0,110007162355,2023.0,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,800 NE 15TH ST,OKLAHOMA CITY,OK,73104,OKLAHOMA COUNTY,UNIVERSITY OF OKLAHOMA,660 Parrington Oval,Norman,OK,73019,100.0,611310
1000144.0,110055650371,2023.0,Chehalis Generation Facility,1813 BISHOP ROAD,CHEHALIS,WA,98532,Lewis,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100.0,221112
